id,day,name,meal,category,item
1161,2023-03-06,Porter,Lunch,Grill,Allergen Free Halal Chicken Thigh
1162,2023-03-06,Porter,Lunch,Grill,Tofu with Kosher Salt
1163,2023-03-06,Porter,Lunch,Pizza,Cheese Pizza
1164,2023-03-06,Porter,Lunch,Pizza,Mexican Pizza with Chorizo
1165,2023-03-06,Porter,Lunch,Clean Plate,Steamed Rice
1166,2023-03-06,Porter,Lunch,Open Bars,Beef For Pho
1167,2023-03-06,Porter,Lunch,Open Bars,Condiments
1168,2023-03-06,Porter,Lunch,Open Bars,Pho Rice Noodle
1169,2023-03-06,Porter,Lunch,Open Bars,Steamed Bok Choy
1170,2023-03-06,Porter,Lunch,Open Bars,Tofu For Pho
1171,2023-03-06,Porter,Lunch,Open Bars,Vietnamese Pho Broth
1172,2023-03-06,Porter,Lunch,Open Bars,Vietnamese Pho Noodle Bar
1173,2023-03-06,Porter,Lunch,DH Baked,Vegan Chocolate Chip Cookie
1174,2023-03-06,Porter,Dinner,Soups,Creamy Broccoli Cheddar Soup
1175,2023-03-06,Porter,Dinner,Entrees,Cajun Lightning Chicken
1176,2023-03-06,Porter,Dinner,Entrees,Quinoa with Lemon and Thyme
1177,2023-03-06,Porter,Dinner,Entrees,Roasted Green Beans in Garlic Oil
1178,2023-03-06,Porter,Dinner,Grill,Allergen Free Halal Chicken Thigh
1179,2023-03-06,Porter,Dinner,Grill,Tofu with Kosher Salt
1180,2023-03-06,Porter,Dinner,Clean Plate,Steamed Rice
1181,2023-03-06,Porter,Dinner,Bakery,Carrot Cake
1182,2023-03-06,Porter,Dinner,Open Bars,Braised Pork
1183,2023-03-06,Porter,Dinner,Open Bars,Cattleman's Smoky BBQ Sauce
1184,2023-03-06,Porter,Dinner,Open Bars,Mashed Potato Bowl Bar
1185,2023-03-06,Porter,Dinner,Open Bars,Roasted Brussels Sprouts
1186,2023-03-06,Porter,Dinner,Open Bars,Vegan Garlic Mashed Potatoes
1187,2023-03-06,Porter,Dinner,Open Bars,Vegan Mushroom Gravy
1188,2023-03-06,Porter,Dinner,Open Bars,Vegan Tenders
1189,2023-03-06,Porter,Dinner,DH Baked,Apple Pie
1190,2023-03-07,Nine,Breakfast,Breakfast,Buttermilk Pancakes
1191,2023-03-07,Nine,Breakfast,Breakfast,Ham Steaks
1192,2023-03-07,Nine,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1193,2023-03-07,Nine,Breakfast,Breakfast,Natural Bridges Tofu Scramble
1194,2023-03-07,Nine,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1195,2023-03-07,Nine,Breakfast,Breakfast,Tater Tots
1196,2023-03-07,Nine,Breakfast,Entrees,Cage-Free Scrambled Eggs
1197,2023-03-07,Nine,Breakfast,Clean Plate,Steamed Rice
1198,2023-03-07,Nine,Lunch,Breakfast,Buttermilk Pancakes
1199,2023-03-07,Nine,Lunch,Breakfast,Ham Steaks
1200,2023-03-07,Nine,Lunch,Breakfast,Natural Bridges Tofu Scramble
1201,2023-03-07,Nine,Lunch,Breakfast,Tater Tots
1202,2023-03-07,Nine,Lunch,Soups,Potato Leek Soup
1203,2023-03-07,Nine,Lunch,Soups,Thai Coconut Curry Chicken Soup
1204,2023-03-07,Nine,Lunch,Pizza,Cheese Pizza
1205,2023-03-07,Nine,Lunch,Pizza,Smoked Chicken & Pesto Pizza
1206,2023-03-07,Nine,Lunch,Clean Plate,Allergen Free Halal Chicken Thigh
1207,2023-03-07,Nine,Lunch,Clean Plate,Steamed Rice
1208,2023-03-07,Nine,Lunch,Clean Plate,Tofu with Kosher Salt
1209,2023-03-07,Nine,Lunch,Bakery,Blondie Brownies
1210,2023-03-07,Nine,Lunch,Open Bars,BAR Boardwalk Burgers
1211,2023-03-07,Nine,Lunch,Open Bars,Bacon
1212,2023-03-07,Nine,Lunch,Open Bars,Beef Burger
1213,2023-03-07,Nine,Lunch,Open Bars,Burger Bar #1 Condiments
1214,2023-03-07,Nine,Lunch,Open Bars,Caramelized Onions
1215,2023-03-07,Nine,Lunch,Open Bars,French Fries
1216,2023-03-07,Nine,Lunch,Open Bars,Hamburger Bun
1217,2023-03-07,Nine,Lunch,Open Bars,Roasted Broccoli Rabe
1218,2023-03-07,Nine,Lunch,Open Bars,Sauteed Mushrooms
1219,2023-03-07,Nine,Lunch,Open Bars,Vegan Malibu Burger Patty
1220,2023-03-07,Nine,Dinner,Soups,Potato Leek Soup
1221,2023-03-07,Nine,Dinner,Soups,Thai Coconut Curry Chicken Soup
1222,2023-03-07,Nine,Dinner,Entrees,Calypso Black Beans and Rice
1223,2023-03-07,Nine,Dinner,Entrees,Jamaican Mojo Chicken
1224,2023-03-07,Nine,Dinner,Entrees,Roasted Zucchini and Peppers
1225,2023-03-07,Nine,Dinner,Pizza,Cheese Pizza
1226,2023-03-07,Nine,Dinner,Pizza,Smoked Chicken & Pesto Pizza
1227,2023-03-07,Nine,Dinner,Clean Plate,Allergen Free Halal Chicken Thigh
1228,2023-03-07,Nine,Dinner,Clean Plate,Steamed Rice
1229,2023-03-07,Nine,Dinner,Clean Plate,Tofu with Kosher Salt
1230,2023-03-07,Nine,Dinner,Open Bars,Authentic Spanish Rice
1231,2023-03-07,Nine,Dinner,Open Bars,Baja Fish For Tacos
1232,2023-03-07,Nine,Dinner,Open Bars,Baja Taco Bar
1233,2023-03-07,Nine,Dinner,Open Bars,Caramelized Chipotle Tofu
1234,2023-03-07,Nine,Dinner,Open Bars,Charro Beans
1235,2023-03-07,Nine,Dinner,Open Bars,Corn Tortillas
1236,2023-03-07,Nine,Dinner,Open Bars,Elote Salad
1237,2023-03-07,Nine,Dinner,Open Bars,"Flour Tortilla 6"""
1238,2023-03-07,Nine,Dinner,DH Baked,Lemon Poppy Seed Cake
1239,2023-03-07,Nine,Late Night,Pizza,Cheese Pizza
1240,2023-03-07,Nine,Late Night,Pizza,Smoked Chicken & Pesto Pizza
1241,2023-03-07,Nine,Late Night,Clean Plate,Allergen Free Halal Chicken Thigh
1242,2023-03-07,Nine,Late Night,Clean Plate,Tofu with Kosher Salt
1243,2023-03-07,Nine,Late Night,Open Bars,Authentic Spanish Rice
1244,2023-03-07,Nine,Late Night,Open Bars,Baja Fish For Tacos
1245,2023-03-07,Nine,Late Night,Open Bars,Baja Taco Bar
1246,2023-03-07,Nine,Late Night,Open Bars,Caramelized Chipotle Tofu
1247,2023-03-07,Nine,Late Night,Open Bars,Charro Beans
1248,2023-03-07,Nine,Late Night,Open Bars,Corn Tortillas
1249,2023-03-07,Nine,Late Night,Open Bars,Elote Salad
1250,2023-03-07,Nine,Late Night,Open Bars,"Flour Tortilla 6"""
1251,2023-03-07,Cowell,Breakfast,Breakfast,Buttermilk Pancake with Cinnamon Apples
1252,2023-03-07,Cowell,Breakfast,Breakfast,Chicken Apple Sausage
1253,2023-03-07,Cowell,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1254,2023-03-07,Cowell,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1255,2023-03-07,Cowell,Breakfast,Breakfast,Roasted Yukon Gold Potatoes
1256,2023-03-07,Cowell,Breakfast,Breakfast,Vegan Happy Scramble
1257,2023-03-07,Cowell,Breakfast,Entrees,Cage-Free Scrambled Eggs
1258,2023-03-07,Cowell,Breakfast,Clean Plate,Steamed Rice
1259,2023-03-07,Cowell,Breakfast,Bakery,Orange Cranberry Breakfast Bar
1260,2023-03-07,Cowell,Breakfast,DH Baked,Banana Walnut Breakfast Bar
1261,2023-03-07,Cowell,Breakfast,DH Baked,Vegan Blackberry Turnovers
1262,2023-03-07,Cowell,Lunch,Breakfast,Buttermilk Pancake with Cinnamon Apples
1263,2023-03-07,Cowell,Lunch,Breakfast,Chicken Apple Sausage
1264,2023-03-07,Cowell,Lunch,Breakfast,Roasted Yukon Gold Potatoes
1265,2023-03-07,Cowell,Lunch,Breakfast,Vegan Happy Scramble
1266,2023-03-07,Cowell,Lunch,Soups,Polynesian Chicken Soup
1267,2023-03-07,Cowell,Lunch,Soups,Tuscan Bean & Mushroom
1268,2023-03-07,Cowell,Lunch,Grill,Allergen Free Halal Chicken Thigh
1269,2023-03-07,Cowell,Lunch,Grill,Tofu with Kosher Salt
1270,2023-03-07,Cowell,Lunch,Pizza,Artichoke & Roasted Garlic Pizza
1271,2023-03-07,Cowell,Lunch,Pizza,Cheese Pizza
1272,2023-03-07,Cowell,Lunch,Clean Plate,Steamed Rice
1273,2023-03-07,Cowell,Lunch,Bakery,Blondie Brownies
1274,2023-03-07,Cowell,Lunch,Open Bars,Bar Taqueria
1275,2023-03-07,Cowell,Lunch,Open Bars,Braised Kale with Shallots
1276,2023-03-07,Cowell,Lunch,Open Bars,Condiments
1277,2023-03-07,Cowell,Lunch,Open Bars,Corn Tortillas
1278,2023-03-07,Cowell,Lunch,Open Bars,Mexican Rice
1279,2023-03-07,Cowell,Lunch,Open Bars,Pork Carnitas
1280,2023-03-07,Cowell,Lunch,Open Bars,Rosarita Refried Pinto Beans
1281,2023-03-07,Cowell,Lunch,Open Bars,Soyrizo and Potatoes
1282,2023-03-07,Cowell,Lunch,DH Baked,Mint Condition Pacific Cookie Co.
1283,2023-03-07,Cowell,Dinner,Soups,Polynesian Chicken Soup
1284,2023-03-07,Cowell,Dinner,Soups,Tuscan Bean & Mushroom
1285,2023-03-07,Cowell,Dinner,Entrees,Authentic Spanish Rice
1286,2023-03-07,Cowell,Dinner,Entrees,Charro Beans
1287,2023-03-07,Cowell,Dinner,Entrees,Chicken Mole
1288,2023-03-07,Cowell,Dinner,Entrees,Chipotle Jackfruit
1289,2023-03-07,Cowell,Dinner,Entrees,Cumin Roasted Carrot
1290,2023-03-07,Cowell,Dinner,Grill,Allergen Free Halal Chicken Thigh
1291,2023-03-07,Cowell,Dinner,Grill,Tofu with Kosher Salt
1292,2023-03-07,Cowell,Dinner,Pizza,Artichoke & Roasted Garlic Pizza
1293,2023-03-07,Cowell,Dinner,Pizza,Cheese Pizza
1294,2023-03-07,Cowell,Dinner,Clean Plate,Steamed Rice
1295,2023-03-07,Cowell,Dinner,Open Bars,BAR Boardwalk Burgers
1296,2023-03-07,Cowell,Dinner,Open Bars,Beef Burger
1297,2023-03-07,Cowell,Dinner,Open Bars,Grilled Pineapple Rings
1298,2023-03-07,Cowell,Dinner,Open Bars,Hamburger Bun
1299,2023-03-07,Cowell,Dinner,Open Bars,Sauteed Mushrooms
1300,2023-03-07,Cowell,Dinner,Open Bars,Sauteed Onions and Peppers
1301,2023-03-07,Cowell,Dinner,Open Bars,Sweet Potato Fries
1302,2023-03-07,Cowell,Dinner,Open Bars,Teriyaki Sauce (Gluten-Free)
1303,2023-03-07,Cowell,Dinner,Open Bars,Vegan Malibu Burger Patty
1304,2023-03-07,Cowell,Dinner,DH Baked,Lemon Poppy Seed Cake
1305,2023-03-07,Cowell,Late Night,Grill,Allergen Free Halal Chicken Thigh
1306,2023-03-07,Cowell,Late Night,Grill,Garlic Fries
1307,2023-03-07,Cowell,Late Night,Grill,Tofu with Kosher Salt
1308,2023-03-07,Cowell,Late Night,Grill,Whaler Fish Sandwich
1309,2023-03-07,Cowell,Late Night,Pizza,Artichoke & Roasted Garlic Pizza
1310,2023-03-07,Cowell,Late Night,Pizza,Cheese Pizza
1311,2023-03-07,Cowell,Late Night,Open Bars,BAR Boardwalk Burgers
1312,2023-03-07,Cowell,Late Night,Open Bars,Beef Burger
1313,2023-03-07,Cowell,Late Night,Open Bars,Grilled Pineapple Rings
1314,2023-03-07,Cowell,Late Night,Open Bars,Hamburger Bun
1315,2023-03-07,Cowell,Late Night,Open Bars,Sauteed Mushrooms
1316,2023-03-07,Cowell,Late Night,Open Bars,Sauteed Onions and Peppers
1317,2023-03-07,Cowell,Late Night,Open Bars,Sweet Potato Fries
1318,2023-03-07,Cowell,Late Night,Open Bars,Teriyaki Sauce (Gluten-Free)
1319,2023-03-07,Cowell,Late Night,Open Bars,Vegan Malibu Burger Patty
1320,2023-03-07,Cowell,Late Night,DH Baked,Mint Condition Pacific Cookie Co.
1321,2023-03-07,Porter,Breakfast,Breakfast,Belgian Waffle Squares
1322,2023-03-07,Porter,Breakfast,Breakfast,Crispy Bacon
1323,2023-03-07,Porter,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1324,2023-03-07,Porter,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1325,2023-03-07,Porter,Breakfast,Breakfast,Potatoes O'Brien
1326,2023-03-07,Porter,Breakfast,Breakfast,"Sweet Potato, Black Bean, and Kale Hash"
1327,2023-03-07,Porter,Breakfast,Entrees,Cage-Free Scrambled Eggs
1328,2023-03-07,Porter,Breakfast,Clean Plate,Steamed Rice
1329,2023-03-07,Porter,Breakfast,Bakery,Banana Walnut Breakfast Bar
1330,2023-03-07,Porter,Breakfast,Bakery,Orange Cranberry Breakfast Bar
1331,2023-03-07,Porter,Breakfast,Bakery,Vegan Blackberry Turnovers
1332,2023-03-07,Porter,Lunch,Breakfast,Belgian Waffle Squares
1333,2023-03-07,Porter,Lunch,Breakfast,Crispy Bacon
1334,2023-03-07,Porter,Lunch,Breakfast,Potatoes O'Brien
1335,2023-03-07,Porter,Lunch,Breakfast,"Sweet Potato, Black Bean, and Kale Hash"
1336,2023-03-07,Porter,Lunch,Soups,Mushroom & Barley Soup
1337,2023-03-07,Porter,Lunch,Soups,Thai Coconut Curry Chicken Soup
1338,2023-03-07,Porter,Lunch,Grill,Allergen Free Halal Chicken Thigh
1339,2023-03-07,Porter,Lunch,Grill,Tofu with Kosher Salt
1340,2023-03-07,Porter,Lunch,Pizza,Cheese Pizza
1341,2023-03-07,Porter,Lunch,Pizza,Thai Chicken Pizza
1342,2023-03-07,Porter,Lunch,Clean Plate,Steamed Rice
1343,2023-03-07,Porter,Lunch,Open Bars,Cheese Sauce
1344,2023-03-07,Porter,Lunch,Open Bars,Condiments
1345,2023-03-07,Porter,Lunch,Open Bars,Happy Plant Vegan Chorizo Crumbles and Potatoes
1346,2023-03-07,Porter,Lunch,Open Bars,Nachos Bar
1347,2023-03-07,Porter,Lunch,Open Bars,Roasted Green Beans in Garlic Oil
1348,2023-03-07,Porter,Lunch,Open Bars,Rosarita Refried Pinto Beans
1349,2023-03-07,Porter,Lunch,Open Bars,Taqueria Ground Beef
1350,2023-03-07,Porter,Lunch,Open Bars,Tortilla Chips
1351,2023-03-07,Porter,Lunch,DH Baked,Mint Condition Pacific Cookie Co.
1352,2023-03-07,Porter,Dinner,Soups,Mushroom & Barley Soup
1353,2023-03-07,Porter,Dinner,Soups,Thai Coconut Curry Chicken Soup
1354,2023-03-07,Porter,Dinner,Entrees,Beyond Meat Crumble
1355,2023-03-07,Porter,Dinner,Entrees,Filipino Chicken Adobo
1356,2023-03-07,Porter,Dinner,Entrees,Vegan Pinakbet
1357,2023-03-07,Porter,Dinner,Grill,Allergen Free Halal Chicken Thigh
1358,2023-03-07,Porter,Dinner,Grill,Tofu with Kosher Salt
1359,2023-03-07,Porter,Dinner,Clean Plate,Steamed Rice
1360,2023-03-07,Porter,Dinner,Bakery,Lemon Poppy Seed Cake
1361,2023-03-07,Porter,Dinner,Open Bars,BAR Wings
1362,2023-03-07,Porter,Dinner,Open Bars,BBQ Wings
1363,2023-03-07,Porter,Dinner,Open Bars,Buffalo Cauliflower
1364,2023-03-07,Porter,Dinner,Open Bars,Condiments
1365,2023-03-07,Porter,Dinner,Open Bars,Hawaiian Coleslaw
1366,2023-03-07,Porter,Dinner,Open Bars,Hot 'N Spicy Wings
1367,2023-03-07,Porter,Dinner,Open Bars,Teriyaki Glazed Wings
1368,2023-03-07,Porter,Dinner,Open Bars,Vegan Tenders
1369,2023-03-07,Porter,Late Night,Grill,Allergen Free Halal Chicken Thigh
1370,2023-03-07,Porter,Late Night,Grill,Curly Fries
1371,2023-03-07,Porter,Late Night,Grill,Falafel  Wrap
1372,2023-03-07,Porter,Late Night,Grill,Tofu with Kosher Salt
1373,2023-03-07,Porter,Late Night,Pizza,Cheese Pizza
1374,2023-03-07,Porter,Late Night,Pizza,Thai Chicken Pizza
1375,2023-03-07,Porter,Late Night,Open Bars,BAR Wings
1376,2023-03-07,Porter,Late Night,Open Bars,BBQ Wings
1377,2023-03-07,Porter,Late Night,Open Bars,Buffalo Cauliflower
1378,2023-03-07,Porter,Late Night,Open Bars,Condiments
1379,2023-03-07,Porter,Late Night,Open Bars,Hawaiian Coleslaw
1380,2023-03-07,Porter,Late Night,Open Bars,Hot 'N Spicy Wings
1381,2023-03-07,Porter,Late Night,Open Bars,Teriyaki Glazed Wings
1382,2023-03-07,Porter,Late Night,Open Bars,Vegan Tenders
1383,2023-03-08,Nine,Breakfast,Breakfast,Belgian Waffle Squares
1384,2023-03-08,Nine,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1385,2023-03-08,Nine,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1386,2023-03-08,Nine,Breakfast,Breakfast,Roasted Yukon Gold Potatoes
1387,2023-03-08,Nine,Breakfast,Breakfast,Sausage Patties
1388,2023-03-08,Nine,Breakfast,Breakfast,"Tempeh, Black Bean and Potato Hash"
1389,2023-03-08,Nine,Breakfast,Entrees,Cage-Free Scrambled Eggs
1390,2023-03-08,Nine,Breakfast,Clean Plate,Steamed Rice
1391,2023-03-08,Nine,Lunch,Soups,Creamy Wild Mushroom Bisque
1392,2023-03-08,Nine,Lunch,Soups,Tomato Soup
1393,2023-03-08,Nine,Lunch,Entrees,Italian Roasted Chicken
1394,2023-03-08,Nine,Lunch,Entrees,Meatless Vegan Meatballs In Red Pepper Sauce
1395,2023-03-08,Nine,Lunch,Entrees,Roasted Zucchini and Peppers
1396,2023-03-08,Nine,Lunch,Entrees,Vegan Garlic Fettuccini
1397,2023-03-08,Nine,Lunch,Grill,Sidewinder Fry
1398,2023-03-08,Nine,Lunch,Grill,Torta Ahogada
1399,2023-03-08,Nine,Lunch,Pizza,Cheese Pizza
1400,2023-03-08,Nine,Lunch,Pizza,Veggie Supreme Pizza
1401,2023-03-08,Nine,Lunch,Clean Plate,Allergen Free Halal Chicken Thigh
1402,2023-03-08,Nine,Lunch,Clean Plate,Steamed Rice
1403,2023-03-08,Nine,Lunch,Clean Plate,Tofu with Kosher Salt
1404,2023-03-08,Nine,Lunch,Bakery,Vegan Raspberry Granola Bars
1405,2023-03-08,Nine,Lunch,Open Bars,Bar Taqueria
1406,2023-03-08,Nine,Lunch,Open Bars,Condiments
1407,2023-03-08,Nine,Lunch,Open Bars,Corn Tortillas
1408,2023-03-08,Nine,Lunch,Open Bars,Happy Plant Vegan Chorizo Crumbles and Potatoes
1409,2023-03-08,Nine,Lunch,Open Bars,Mexican Rice
1410,2023-03-08,Nine,Lunch,Open Bars,Pork Carnitas
1411,2023-03-08,Nine,Lunch,Open Bars,Rosarita Refried Pinto Beans
1412,2023-03-08,Nine,Dinner,Soups,Creamy Wild Mushroom Bisque
1413,2023-03-08,Nine,Dinner,Soups,Tomato Soup
1414,2023-03-08,Nine,Dinner,Entrees,Italian Roasted Tofu
1415,2023-03-08,Nine,Dinner,Entrees,Marinara Sauce
1416,2023-03-08,Nine,Dinner,Entrees,Polpette Italia
1417,2023-03-08,Nine,Dinner,Entrees,Roasted Brussels' Sprouts
1418,2023-03-08,Nine,Dinner,Entrees,Soft Polenta
1419,2023-03-08,Nine,Dinner,Pizza,Cheese Pizza
1420,2023-03-08,Nine,Dinner,Pizza,Veggie Supreme Pizza
1421,2023-03-08,Nine,Dinner,Clean Plate,Allergen Free Halal Chicken Thigh
1422,2023-03-08,Nine,Dinner,Clean Plate,Steamed Rice
1423,2023-03-08,Nine,Dinner,Clean Plate,Tofu with Kosher Salt
1424,2023-03-08,Nine,Dinner,Bakery,Chocolate Mocha Cake
1425,2023-03-08,Nine,Dinner,Bakery,Vegan Apple Cranberry Pie
1426,2023-03-08,Nine,Dinner,Open Bars,Chicken Shawarma
1427,2023-03-08,Nine,Dinner,Open Bars,Eggplant with Tomato Sauce
1428,2023-03-08,Nine,Dinner,Open Bars,Falafels
1429,2023-03-08,Nine,Dinner,Open Bars,Garlic Fries
1430,2023-03-08,Nine,Dinner,Open Bars,Original Naan
1431,2023-03-08,Nine,Dinner,Open Bars,Spiced Almond Couscous
1432,2023-03-08,Nine,Dinner,Open Bars,Tahini Sauce
1433,2023-03-08,Nine,Dinner,Open Bars,Zhoug (Jalapeno & Cilantro Salsa)
1434,2023-03-08,Nine,Late Night,Pizza,Cheese Pizza
1435,2023-03-08,Nine,Late Night,Pizza,Veggie Supreme Pizza
1436,2023-03-08,Nine,Late Night,Clean Plate,Allergen Free Halal Chicken Thigh
1437,2023-03-08,Nine,Late Night,Clean Plate,Tofu with Kosher Salt
1438,2023-03-08,Nine,Late Night,Open Bars,Chicken Shawarma
1439,2023-03-08,Nine,Late Night,Open Bars,Eggplant with Tomato Sauce
1440,2023-03-08,Nine,Late Night,Open Bars,Falafels
1441,2023-03-08,Nine,Late Night,Open Bars,Garlic Fries
1442,2023-03-08,Nine,Late Night,Open Bars,Original Naan
1443,2023-03-08,Nine,Late Night,Open Bars,Spiced Almond Couscous
1444,2023-03-08,Nine,Late Night,Open Bars,Tahini Sauce
1445,2023-03-08,Nine,Late Night,Open Bars,Zhoug (Jalapeno & Cilantro Salsa)
1446,2023-03-08,Cowell,Breakfast,Breakfast,Bob's Red Mill Gluten-Free Pancakes
1447,2023-03-08,Cowell,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1448,2023-03-08,Cowell,Breakfast,Breakfast,Mexican Chorizo Sausage
1449,2023-03-08,Cowell,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1450,2023-03-08,Cowell,Breakfast,Breakfast,Soyrizo Tofu Scramble
1451,2023-03-08,Cowell,Breakfast,Breakfast,Triangle Hash Brown Patty
1452,2023-03-08,Cowell,Breakfast,Entrees,Cage-Free Scrambled Eggs
1453,2023-03-08,Cowell,Breakfast,Clean Plate,Steamed Rice
1454,2023-03-08,Cowell,Breakfast,Bakery,Apple Cinnamon Breakfast Bar
1455,2023-03-08,Cowell,Breakfast,Bakery,Assorted Scones
1456,2023-03-08,Cowell,Breakfast,Bakery,Lemon Blueberry Breakfast Bar
1457,2023-03-08,Cowell,Breakfast,Bakery,Mocha Chip Breakfast Bar
1458,2023-03-08,Cowell,Lunch,Soups,Cream of Carrot & Dill Soup
1459,2023-03-08,Cowell,Lunch,Soups,Three Sisters Crave Soup
1460,2023-03-08,Cowell,Lunch,Entrees,Calypso Black Beans and Rice
1461,2023-03-08,Cowell,Lunch,Entrees,Cornmeal Crusted Catfish
1462,2023-03-08,Cowell,Lunch,Entrees,Grilled Balsamic Tofu
1463,2023-03-08,Cowell,Lunch,Entrees,Vegan Collard Greens
1464,2023-03-08,Cowell,Lunch,Grill,Allergen Free Halal Chicken Thigh
1465,2023-03-08,Cowell,Lunch,Grill,Tofu with Kosher Salt
1466,2023-03-08,Cowell,Lunch,Pizza,Cheese Pizza
1467,2023-03-08,Cowell,Lunch,Pizza,Mexican Pizza with Chorizo
1468,2023-03-08,Cowell,Lunch,Clean Plate,Steamed Rice
1469,2023-03-08,Cowell,Lunch,Bakery,Vegan Raspberry Granola Bars
1470,2023-03-08,Cowell,Lunch,Open Bars,BAR Hot Dog
1471,2023-03-08,Cowell,Lunch,Open Bars,Beef Frank
1472,2023-03-08,Cowell,Lunch,Open Bars,Cheese Sauce
1473,2023-03-08,Cowell,Lunch,Open Bars,Chili con Carne
1474,2023-03-08,Cowell,Lunch,Open Bars,Condiments
1475,2023-03-08,Cowell,Lunch,Open Bars,French Fries
1476,2023-03-08,Cowell,Lunch,Open Bars,Hot Dog Vegan
1477,2023-03-08,Cowell,Lunch,Open Bars,Sauteed Onions and Peppers
1478,2023-03-08,Cowell,Lunch,DH Baked,Mexican Chocolate Cookie
1479,2023-03-08,Cowell,Dinner,Soups,Cream of Carrot & Dill Soup
1480,2023-03-08,Cowell,Dinner,Soups,Three Sisters Crave Soup
1481,2023-03-08,Cowell,Dinner,Entrees,BBQ Tofu
1482,2023-03-08,Cowell,Dinner,Entrees,Pan Handle Rotisserie Chicken
1483,2023-03-08,Cowell,Dinner,Entrees,Sauteed Rainbow Chard with Garlic Oil
1484,2023-03-08,Cowell,Dinner,Entrees,Vegan Garlic Mashed Potatoes
1485,2023-03-08,Cowell,Dinner,Grill,Allergen Free Halal Chicken Thigh
1486,2023-03-08,Cowell,Dinner,Grill,Tofu with Kosher Salt
1487,2023-03-08,Cowell,Dinner,Pizza,Cheese Pizza
1488,2023-03-08,Cowell,Dinner,Pizza,Mexican Pizza with Chorizo
1489,2023-03-08,Cowell,Dinner,Clean Plate,Steamed Rice
1490,2023-03-08,Cowell,Dinner,Bakery,Chocolate Mocha Cake
1491,2023-03-08,Cowell,Dinner,Bakery,Vegan Apple Cranberry Pie
1492,2023-03-08,Cowell,Dinner,Open Bars,Bar Pasta
1493,2023-03-08,Cowell,Dinner,Open Bars,Bolognese Sauce
1494,2023-03-08,Cowell,Dinner,Open Bars,Cheese Tortellini
1495,2023-03-08,Cowell,Dinner,Open Bars,Cheesy Garlic Bread Sticks
1496,2023-03-08,Cowell,Dinner,Open Bars,Condiments
1497,2023-03-08,Cowell,Dinner,Open Bars,Gluten Free Rotini Pasta
1498,2023-03-08,Cowell,Dinner,Open Bars,Marinara Sauce
1499,2023-03-08,Cowell,Dinner,Open Bars,Penne
1500,2023-03-08,Cowell,Dinner,Open Bars,Roasted Broccoli Rabe
1501,2023-03-08,Cowell,Late Night,Grill,Allergen Free Halal Chicken Thigh
1502,2023-03-08,Cowell,Late Night,Grill,Pesto Chicken Sandwich
1503,2023-03-08,Cowell,Late Night,Grill,Sweet Potato Fries
1504,2023-03-08,Cowell,Late Night,Grill,Tofu with Kosher Salt
1505,2023-03-08,Cowell,Late Night,Pizza,Cheese Pizza
1506,2023-03-08,Cowell,Late Night,Pizza,Mexican Pizza with Chorizo
1507,2023-03-08,Cowell,Late Night,Open Bars,Bar Pasta
1508,2023-03-08,Cowell,Late Night,Open Bars,Bolognese Sauce
1509,2023-03-08,Cowell,Late Night,Open Bars,Cheese Tortellini
1510,2023-03-08,Cowell,Late Night,Open Bars,Cheesy Garlic Bread Sticks
1511,2023-03-08,Cowell,Late Night,Open Bars,Condiments
1512,2023-03-08,Cowell,Late Night,Open Bars,Gluten Free Rotini Pasta
1513,2023-03-08,Cowell,Late Night,Open Bars,Marinara Sauce
1514,2023-03-08,Cowell,Late Night,Open Bars,Penne
1515,2023-03-08,Cowell,Late Night,Open Bars,Roasted Broccoli Rabe
1516,2023-03-08,Cowell,Late Night,DH Baked,Mexican Chocolate Cookie
1517,2023-03-08,Merrill,Breakfast,Breakfast,Belgian Waffle Squares
1518,2023-03-08,Merrill,Breakfast,Breakfast,Ham Steaks
1519,2023-03-08,Merrill,Breakfast,Breakfast,Hard-boiled Cage Free Egg (1)
1520,2023-03-08,Merrill,Breakfast,Breakfast,Organic Oatmeal Gluten-Free
1521,2023-03-08,Merrill,Breakfast,Breakfast,Spicy Gold Potatoes
1522,2023-03-08,Merrill,Breakfast,Breakfast,Thai Tofu Scramble
1523,2023-03-08,Merrill,Breakfast,Entrees,Cage-Free Scrambled Eggs
1524,2023-03-08,Merrill,Breakfast,Clean Plate,Steamed Rice
1525,2023-03-08,Merrill,Breakfast,Bakery,Apple Cinnamon Breakfast Bar
1526,2023-03-08,Merrill,Breakfast,Bakery,Assorted Scones
1527,2023-03-08,Merrill,Breakfast,Bakery,Lemon Blueberry Breakfast Bar
1528,2023-03-08,Merrill,Breakfast,Bakery,Mocha Chip Breakfast Bar
1529,2023-03-08,Merrill,Lunch,Soups,Fire Roasted Corn Soup
